value,property,files
Marne,name,ne_10m_admin_1_label_points.geojson
Pas-de-Calais,name,ne_10m_admin_1_label_points.geojson
Oise,name,ne_10m_admin_1_label_points.geojson
Doubs,name,ne_10m_admin_1_label_points.geojson
Haut-Rhin,name,ne_10m_admin_1_label_points.geojson
Meurhe-et-Moselle,name,ne_10m_admin_1_label_points.geojson
Khabarovsk,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_10m_ports.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Brighton and Hove,name,ne_10m_admin_1_label_points.geojson
Havering,name,ne_10m_admin_1_label_points.geojson
Thurrock,name,ne_10m_admin_1_label_points.geojson
East Sussex,name,ne_10m_admin_1_label_points.geojson
Medway,name,ne_10m_admin_1_label_points.geojson
Southend-on-Sea,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Maga Buryatdan,name,ne_10m_admin_1_label_points.geojson
Sakha (Yakutia),name,ne_10m_admin_1_label_points.geojson
Amur,name,ne_10m_admin_1_label_points.geojson;ne_50m_rivers_lake_centerlines.geojson;ne_50m_rivers_lake_centerlines_scale_rank.geojson
Yevrey,name,ne_10m_admin_1_label_points.geojson
Irkutsk,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Tuva,name,ne_10m_admin_1_label_points.geojson
Buryat,name,ne_10m_admin_1_label_points.geojson
Chita,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Qaasuitsup Kommunia,name,ne_10m_admin_1_label_points.geojson
Los Lagos,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
La Araucanía,name,ne_10m_admin_1_label_points.geojson
Valparaíso,name,ne_10m_admin_1_label_points.geojson
Atacama,name,ne_10m_admin_1_label_points.geojson
Coquimbo,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Región Metropolitana de Santiago,name,ne_10m_admin_1_label_points.geojson
Los Ríos,name,ne_10m_admin_1_label_points.geojson
Bío-Bío,name,ne_10m_admin_1_label_points.geojson;ne_50m_rivers_lake_centerlines.geojson;ne_50m_rivers_lake_centerlines_scale_rank.geojson
Libertador General Bernardo O'Higgins,name,ne_10m_admin_1_label_points.geojson
Maule,name,ne_10m_admin_1_label_points.geojson
Tarapacá,name,ne_10m_admin_1_label_points.geojson
Arica y Parinacota,name,ne_10m_admin_1_label_points.geojson
Antofagasta,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_10m_ports.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Likouala,name,ne_10m_admin_1_label_points.geojson
Sangha,name,ne_10m_admin_1_label_points.geojson;ne_50m_rivers_lake_centerlines.geojson;ne_50m_rivers_lake_centerlines_scale_rank.geojson
Jinja,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Adjumani,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Arua Municipality,name,ne_10m_admin_1_label_points.geojson
Koboko,name,ne_10m_admin_1_label_points.geojson
Bujenje,name,ne_10m_admin_1_label_points.geojson
Nwoya,name,ne_10m_admin_1_label_points.geojson
Nebbi,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Moyo,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Yumbe,name,ne_10m_admin_1_label_points.geojson
Maracha,name,ne_10m_admin_1_label_points.geojson
Kampala,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_110m_populated_places.geojson;ne_110m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Kiboga,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Nakasongola,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Wakiso,name,ne_10m_admin_1_label_points.geojson
Bamunanika,name,ne_10m_admin_1_label_points.geojson
Mubende,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Busujju,name,ne_10m_admin_1_label_points.geojson
Nakaseke,name,ne_10m_admin_1_label_points.geojson
Lamwo,name,ne_10m_admin_1_label_points.geojson
Apac,name,ne_10m_admin_1_label_points.geojson
Aswa,name,ne_10m_admin_1_label_points.geojson
Lira,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Dokolo,name,ne_10m_admin_1_label_points.geojson
Pader,name,ne_10m_admin_1_label_points.geojson
Masindi,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Oyam,name,ne_10m_admin_1_label_points.geojson
Ntoroko,name,ne_10m_admin_1_label_points.geojson
Hoima,name,ne_10m_admin_1_label_points.geojson
Kabarole,name,ne_10m_admin_1_label_points.geojson
Kyenjojo,name,ne_10m_admin_1_label_points.geojson
Kibale,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Kapchorwa,name,ne_10m_admin_1_label_points.geojson
Kongasis,name,ne_10m_admin_1_label_points.geojson
Budadiri,name,ne_10m_admin_1_label_points.geojson
Bungokho,name,ne_10m_admin_1_label_points.geojson
Manafwa,name,ne_10m_admin_1_label_points.geojson
Namayingo,name,ne_10m_admin_1_label_points.geojson
Busia,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Bunyole,name,ne_10m_admin_1_label_points.geojson
Mayuge,name,ne_10m_admin_1_label_points.geojson
Tororo,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Usuk,name,ne_10m_admin_1_label_points.geojson
Jie,name,ne_10m_admin_1_label_points.geojson
Amuria,name,ne_10m_admin_1_label_points.geojson
Kaabong,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Labwor,name,ne_10m_admin_1_label_points.geojson
Napak,name,ne_10m_admin_1_label_points.geojson
Nakapiripirit,name,ne_10m_admin_1_label_points.geojson
Rivers,name,ne_10m_admin_1_label_points.geojson
Tanintharyi,name,ne_10m_admin_1_label_points.geojson
Akwa Ibom,name,ne_10m_admin_1_label_points.geojson
Imo,name,ne_10m_admin_1_label_points.geojson
Bayelsa,name,ne_10m_admin_1_label_points.geojson
Benue,name,ne_10m_admin_1_label_points.geojson;ne_50m_rivers_lake_centerlines.geojson;ne_50m_rivers_lake_centerlines_scale_rank.geojson
Cross River,name,ne_10m_admin_1_label_points.geojson
Taraba,name,ne_10m_admin_1_label_points.geojson
Kwara,name,ne_10m_admin_1_label_points.geojson
Lagos,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_110m_populated_places.geojson;ne_110m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Niger,name,ne_10m_admin_1_label_points.geojson;ne_110m_admin_0_countries.geojson;ne_110m_admin_0_countries_lakes.geojson;ne_110m_admin_0_map_units.geojson;ne_110m_admin_0_sovereignty.geojson;ne_50m_admin_0_countries.geojson;ne_50m_admin_0_countries_lakes.geojson;ne_50m_admin_0_map_subunits.geojson;ne_50m_admin_0_map_units.geojson;ne_50m_admin_0_sovereignty.geojson;ne_50m_rivers_lake_centerlines.geojson;ne_50m_rivers_lake_centerlines_scale_rank.geojson
Ogun,name,ne_10m_admin_1_label_points.geojson
Ondo,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Ekiti,name,ne_10m_admin_1_label_points.geojson
Borno,name,ne_10m_admin_1_label_points.geojson
Abia,name,ne_10m_admin_1_label_points.geojson
Osun,name,ne_10m_admin_1_label_points.geojson
Oyo,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Anambra,name,ne_10m_admin_1_label_points.geojson
Bauchi,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Gombe,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Delta,name,ne_10m_admin_1_label_points.geojson;ne_10m_rivers_north_america.geojson
Edo,name,ne_10m_admin_1_label_points.geojson
Enugu,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Ebonyi,name,ne_10m_admin_1_label_points.geojson
Kaduna,name,ne_10m_admin_1_label_points.geojson;ne_10m_airports.geojson;ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Kogi,name,ne_10m_admin_1_label_points.geojson
Nassarawa,name,ne_10m_admin_1_label_points.geojson
Jigawa,name,ne_10m_admin_1_label_points.geojson
Kano,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Katsina,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Sokoto,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Zamfara,name,ne_10m_admin_1_label_points.geojson
Yobe,name,ne_10m_admin_1_label_points.geojson
Kebbi,name,ne_10m_admin_1_label_points.geojson
Adamawa,name,ne_10m_admin_1_label_points.geojson
Ayeyarwady,name,ne_10m_admin_1_label_points.geojson;ne_50m_rivers_lake_centerlines.geojson;ne_50m_rivers_lake_centerlines_scale_rank.geojson
Amhara,name,ne_10m_admin_1_label_points.geojson
Tigray,name,ne_10m_admin_1_label_points.geojson
Afar,name,ne_10m_admin_1_label_points.geojson
"Southern Nations, Nationalities and Peoples",name,ne_10m_admin_1_label_points.geojson
Gambela Peoples,name,ne_10m_admin_1_label_points.geojson
Addis Ababa,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_110m_populated_places.geojson;ne_110m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Benshangul-Gumaz,name,ne_10m_admin_1_label_points.geojson
Somali,name,ne_10m_admin_1_label_points.geojson
Dire Dawa,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Harari People,name,ne_10m_admin_1_label_points.geojson
Houet,name,ne_10m_admin_1_label_points.geojson
Kénédougou,name,ne_10m_admin_1_label_points.geojson
Banwa,name,ne_10m_admin_1_label_points.geojson
Kossi,name,ne_10m_admin_1_label_points.geojson
Balé,name,ne_10m_admin_1_label_points.geojson
Mou Houn,name,ne_10m_admin_1_label_points.geojson
Oudalan,name,ne_10m_admin_1_label_points.geojson
Soum,name,ne_10m_admin_1_label_points.geojson
Nayala,name,ne_10m_admin_1_label_points.geojson
Sourou,name,ne_10m_admin_1_label_points.geojson
Bam,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Boulkiemdé,name,ne_10m_admin_1_label_points.geojson
Kourwéogo,name,ne_10m_admin_1_label_points.geojson
Bazéga,name,ne_10m_admin_1_label_points.geojson
Kadiogo,name,ne_10m_admin_1_label_points.geojson
Oubritenga,name,ne_10m_admin_1_label_points.geojson
Passoré,name,ne_10m_admin_1_label_points.geojson
Zondoma,name,ne_10m_admin_1_label_points.geojson
Sanguié,name,ne_10m_admin_1_label_points.geojson
Sissili,name,ne_10m_admin_1_label_points.geojson
Ziro,name,ne_10m_admin_1_label_points.geojson
Loroum,name,ne_10m_admin_1_label_points.geojson
Yatenga,name,ne_10m_admin_1_label_points.geojson
Namentenga,name,ne_10m_admin_1_label_points.geojson
Sanmatenga,name,ne_10m_admin_1_label_points.geojson
Boulgou,name,ne_10m_admin_1_label_points.geojson
Koulpélogo,name,ne_10m_admin_1_label_points.geojson
Ganzourgou,name,ne_10m_admin_1_label_points.geojson
Kouritenga,name,ne_10m_admin_1_label_points.geojson
Nahouri,name,ne_10m_admin_1_label_points.geojson
Zoundwéogo,name,ne_10m_admin_1_label_points.geojson
Bougouriba,name,ne_10m_admin_1_label_points.geojson
Ioba,name,ne_10m_admin_1_label_points.geojson
Tuy,name,ne_10m_admin_1_label_points.geojson
Léraba,name,ne_10m_admin_1_label_points.geojson
Komoé,name,ne_10m_admin_1_label_points.geojson
Poni,name,ne_10m_admin_1_label_points.geojson
Gnagna,name,ne_10m_admin_1_label_points.geojson
Komondjari,name,ne_10m_admin_1_label_points.geojson
Séno,name,ne_10m_admin_1_label_points.geojson
Yagha,name,ne_10m_admin_1_label_points.geojson
Tapoa,name,ne_10m_admin_1_label_points.geojson
Mon,name,ne_10m_admin_1_label_points.geojson
Colima,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Quintana Roo,name,ne_10m_admin_1_label_points.geojson
Campeche,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_10m_ports.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Rakhine,name,ne_10m_admin_1_label_points.geojson
Dakhlet Nouadhibou,name,ne_10m_admin_1_label_points.geojson
Nayarit,name,ne_10m_admin_1_label_points.geojson
West Bengal,name,ne_10m_admin_1_label_points.geojson
Veracruz,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_10m_ports.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Bokeo,name,ne_10m_admin_1_label_points.geojson
Louang Namtha,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Xaignabouri,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Tamaulipas,name,ne_10m_admin_1_label_points.geojson
Koulikoro,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Kayes,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Sikasso,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Mopti,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Ségou,name,ne_10m_admin_1_label_points.geojson
Sinaloa,name,ne_10m_admin_1_label_points.geojson;ne_10m_rivers_north_america.geojson
Hormozgan,name,ne_10m_admin_1_label_points.geojson
Rajshahi,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Tiris Zemmour,name,ne_10m_admin_1_label_points.geojson
Brakna,name,ne_10m_admin_1_label_points.geojson
Inchiri,name,ne_10m_admin_1_label_points.geojson
Nouakchott,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_10m_ports.geojson;ne_110m_populated_places.geojson;ne_110m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Trarza,name,ne_10m_admin_1_label_points.geojson
Assaba,name,ne_10m_admin_1_label_points.geojson
Guidimaka,name,ne_10m_admin_1_label_points.geojson
Gorgol,name,ne_10m_admin_1_label_points.geojson
Hodh ech Chargui,name,ne_10m_admin_1_label_points.geojson
Hodh el Gharbi,name,ne_10m_admin_1_label_points.geojson
Tagant,name,ne_10m_admin_1_label_points.geojson
Kayin,name,ne_10m_admin_1_label_points.geojson
Mandalay,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Bago,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Yangon,name,ne_10m_admin_1_label_points.geojson;ne_10m_ports.geojson
Chin,name,ne_10m_admin_1_label_points.geojson
Magway,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Shan,name,ne_10m_admin_1_label_points.geojson
Bushehr,name,ne_10m_admin_1_label_points.geojson;ne_10m_ports.geojson
Coahuila,name,ne_10m_admin_1_label_points.geojson
Chihuahua,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Durango,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Zacatecas,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Nuevo León,name,ne_10m_admin_1_label_points.geojson
San Luis Potosí,name,ne_10m_admin_1_label_points.geojson
Aguascalientes,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Jalisco,name,ne_10m_admin_1_label_points.geojson
Michoacán,name,ne_10m_admin_1_label_points.geojson
Oaxaca,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Puebla,name,ne_10m_admin_1_label_points.geojson;ne_10m_airports.geojson;ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Tabasco,name,ne_10m_admin_1_label_points.geojson
Tlaxcala,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Guanajuato,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_10m_rivers_north_america.geojson
Guerrero,name,ne_10m_admin_1_label_points.geojson
Hidalgo,name,ne_10m_admin_1_label_points.geojson
México,name,ne_10m_admin_1_label_points.geojson
Morelos,name,ne_10m_admin_1_label_points.geojson
Querétaro,name,ne_10m_admin_1_label_points.geojson
Chiapas,name,ne_10m_admin_1_label_points.geojson
Yucatán,name,ne_10m_admin_1_label_points.geojson
Ghadamis,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Al Jufrah,name,ne_10m_admin_1_label_points.geojson
Al Kufrah,name,ne_10m_admin_1_label_points.geojson
Al Marqab,name,ne_10m_admin_1_label_points.geojson
Ash Shati',name,ne_10m_admin_1_label_points.geojson
Ghat,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Murzuq,name,ne_10m_admin_1_label_points.geojson
Misratah,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Sabha,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson;ne_50m_populated_places.geojson;ne_50m_populated_places_simple.geojson
Al Jifarah,name,ne_10m_admin_1_label_points.geojson
An Nuqat al Khams,name,ne_10m_admin_1_label_points.geojson
Az Zawiyah,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Mizdah,name,ne_10m_admin_1_label_points.geojson;ne_10m_populated_places_simple.geojson
Tajura' wa an Nawahi al Arba,name,ne_10m_admin_1_label_points.geojson
Al Hizam Al Akhdar,name,ne_10m_admin_1_label_points.geojson
